ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
BP	GO:0032375	negative regulation of cholesterol transport	24	-0.691328134849533	-2.04667829997508	0.000308221345671216	0.0098295729437159	0.00881375762306695	3053	tags=46%, list=8%, signal=42%	4790/407019/100126318/693120/255738/407039/1950/406916/64241/336/345
MF	GO:0050811	GABA receptor binding	17	-0.695363047250629	-1.89175810392497	0.00153700651060922	0.029734317112369	0.0266614903431156	6784	tags=65%, list=19%, signal=53%	11345/22906/2565/66008/10564/2560/2558/23710/5334/23228/375323
BP	GO:1901998	toxin transport	37	-0.695898820150735	-2.17670673866671	4.64470838397753e-06	0.000368161443965278	0.000330114619612521	4300	tags=35%, list=12%, signal=31%	9619/664/9325/3301/535/54545/1759/4040/23428/4041/10786/3274/195977
BP	GO:0042168	heme metabolic process	31	-0.6971700470412	-2.22419457099478	2.60965538274218e-05	0.00149638750138089	0.00134174666823034	3976	tags=52%, list=11%, signal=46%	1352/644/4779/56898/1355/211/3658/2235/210/200205/3162/54658/54657/212/3263/259
BP	GO:0006084	acetyl-CoA metabolic process	38	-0.698694980691585	-2.17956390321252	4.43997390551003e-06	0.000355417713129194	0.000318687861253231	5117	tags=68%, list=14%, signal=59%	5162/51166/2954/5160/8050/32/55066/10157/54704/84532/5166/25874/57546/51660/1738/1737/283927/47/5161/3157/23417/1743/5164/38/134526/3158
BP	GO:0006067	ethanol metabolic process	21	-0.702215328449948	-1.99475156852212	0.000732556702354797	0.0175228430134276	0.0157119838340626	2626	tags=48%, list=7%, signal=44%	125/128/27284/27233/219/130/126/6822/124/127
BP	GO:1904469	positive regulation of tumor necrosis factor secretion	20	-0.702852732624708	-1.9584863973096	0.00127998015239982	0.0266601917403183	0.0239050536100735	4397	tags=55%, list=12%, signal=48%	4023/23586/64135/9590/1660/11027/84868/120892/7855/5004/5005
CC	GO:0031526	brush border membrane	53	-0.702911607876408	-2.23602870780371	1.39215906748923e-08	2.61758280480242e-06	2.34707454046471e-06	2018	tags=51%, list=6%, signal=48%	51474/9368/113235/53841/142680/5745/948/5172/81693/358/54825/11136/6550/10786/5174/6519/50617/8029/4036/762/1811/59272/348932/6523/116085/6569/340024
MF	GO:0000062	fatty-acyl-CoA binding	21	-0.707779464737012	-2.01055736075766	0.00060522953752748	0.0152438654545473	0.013668522134618	4359	tags=71%, list=12%, signal=63%	11332/80339/28976/2639/64746/3155/6342/79777/3030/91452/10455/26027/33/4329/134526
MF	GO:0120015	sterol transfer activity	19	-0.709388204482238	-2.02584725490068	0.000361136437763772	0.0107039960153729	0.00959781539014724	281	tags=42%, list=1%, signal=42%	9619/1071/5007/54762/64241/336/335/116519
BP	GO:0060044	negative regulation of cardiac muscle cell proliferation	20	-0.712210493102	-1.98456162723098	0.000970139391915407	0.0217877138434335	0.0195361110880743	2695	tags=30%, list=7%, signal=28%	406977/7048/406978/5950/100126316/406904
MF	GO:0015106	bicarbonate transmembrane transporter activity	19	-0.712251211402238	-2.0340233348989	0.000318087732966991	0.00992949544802363	0.00890335385874279	2370	tags=53%, list=6%, signal=49%	57835/10861/8671/5172/83697/115019/1811/1080/6521/115111
CC	GO:0036019	endolysosome	20	-0.714373426513222	-1.99058860196912	0.000910622408876043	0.0207391047204586	0.0185958681391529	5527	tags=45%, list=15%, signal=38%	161/1213/1514/3949/5641/7098/1513/255738/3273
CC	GO:0016471	vacuolar proton-transporting V-type ATPase complex	17	-0.717631844054931	-1.95234110008182	0.00090843201191749	0.0207391047204586	0.0185958681391529	5048	tags=53%, list=14%, signal=46%	9114/51606/535/528/50617/245973/525/127124/245972
BP	GO:0002418	immune response to tumor cell	17	-0.717746309715137	-1.95265250768562	0.00090843201191749	0.0207391047204586	0.0185958681391529	1553	tags=18%, list=4%, signal=17%	84868/634/3273
BP	GO:0034375	high-density lipoprotein particle remodeling	18	-0.718117866088755	-2.0031502275458	0.00150339237489039	0.0292889815686478	0.0262621770091823	1333	tags=33%, list=4%, signal=32%	3990/55937/336/335/345/213
MF	GO:0120020	cholesterol transfer activity	18	-0.724838371286258	-2.02189670657287	0.00114016295526033	0.0244661484479251	0.0219377488345357	281	tags=28%, list=1%, signal=28%	54762/64241/336/335/116519
BP	GO:0002347	response to tumor cell	23	-0.725332872292125	-2.13471482216998	7.65888176080262e-05	0.0035587390250626	0.00319096906755279	4488	tags=30%, list=12%, signal=27%	10628/3176/84868/347252/634/126520/3273
BP	GO:0034380	high-density lipoprotein particle assembly	14	-0.726703689821694	-1.93254061452546	0.00232397612234249	0.0405817428707107	0.036387913048932	1185	tags=29%, list=3%, signal=28%	55937/336/335/116519
BP	GO:0043691	reverse cholesterol transport	17	-0.73094825727285	-1.98856884143191	0.000549170187021914	0.0144809361858124	0.0129844360917475	1333	tags=35%, list=4%, signal=34%	3990/55937/407039/336/335/345
BP	GO:0006099	tricarboxylic acid cycle	34	-0.731342109973542	-2.33768161711621	4.45192739043906e-07	4.99914346551386e-05	4.48251811958389e-05	6468	tags=74%, list=18%, signal=61%	5160/4190/1431/6389/3418/8801/2271/6390/8802/1738/3658/1737/48/6392/4967/5161/6391/55526/81889/1743/8803/3419/23530/50/55753
MF	GO:0010181	FMN binding	16	-0.73373511752355	-1.99757939205404	0.00249029335372894	0.0428383441806351	0.0384113109230263	2975	tags=38%, list=8%, signal=34%	4846/55163/4843/389434/54363/51179
BP	GO:0006778	porphyrin-containing compound metabolic process	38	-0.733806768410157	-2.28909436672453	4.14094472273488e-07	4.78279115475879e-05	4.28852425646243e-05	3976	tags=39%, list=11%, signal=35%	1355/211/3658/2235/210/200205/3162/8803/54658/54657/212/1543/3263/259/1544
MF	GO:0005402	carbohydrate:cation symporter activity	19	-0.738049378667442	-2.10769688346577	0.000172541395997897	0.00636985016731961	0.00571157219051917	3820	tags=53%, list=10%, signal=47%	6527/57210/26503/56606/51151/115584/154091/125206/6524/6523
CC	GO:0034361	very-low-density lipoprotein particle	20	-0.738238437524862	-2.05708802249979	0.000346469998530704	0.0103862872152336	0.00931293949826693	1185	tags=30%, list=3%, signal=29%	55937/336/350/335/345/116519
CC	GO:0034385	triglyceride-rich plasma lipoprotein particle	20	-0.738238437524862	-2.05708802249979	0.000346469998530704	0.0103862872152336	0.00931293949826693	1185	tags=30%, list=3%, signal=29%	55937/336/350/335/345/116519
MF	GO:0055102	lipase inhibitor activity	17	-0.738571746161819	-2.00930879438586	0.000477519602120086	0.0131766074509928	0.0118149003046561	1476	tags=29%, list=4%, signal=28%	27329/6620/336/335/345
BP	GO:0034433	steroid esterification	17	-0.740455326512213	-2.01443313685177	0.000436662717624815	0.0123565880144425	0.0110796239501957	1163	tags=47%, list=3%, signal=46%	9619/183/407019/185/38/336/335/116519
BP	GO:0034434	sterol esterification	17	-0.740455326512213	-2.01443313685177	0.000436662717624815	0.0123565880144425	0.0110796239501957	1163	tags=47%, list=3%, signal=46%	9619/183/407019/185/38/336/335/116519
BP	GO:0034435	cholesterol esterification	17	-0.740455326512213	-2.01443313685177	0.000436662717624815	0.0123565880144425	0.0110796239501957	1163	tags=47%, list=3%, signal=46%	9619/183/407019/185/38/336/335/116519
BP	GO:0034370	triglyceride-rich lipoprotein particle remodeling	14	-0.741754935661435	-1.97256675487937	0.00154463984999319	0.029734317112369	0.0266614903431156	1333	tags=36%, list=4%, signal=34%	3990/336/335/345/116519
BP	GO:0002834	regulation of response to tumor cell	14	-0.743781662145083	-1.97795647740183	0.0014916813560521	0.0291310235837711	0.0261205428404038	1553	tags=21%, list=4%, signal=21%	84868/634/3273
BP	GO:0002837	regulation of immune response to tumor cell	14	-0.743781662145083	-1.97795647740183	0.0014916813560521	0.0291310235837711	0.0261205428404038	1553	tags=21%, list=4%, signal=21%	84868/634/3273
CC	GO:0045239	tricarboxylic acid cycle enzyme complex	14	-0.744204830463497	-1.97908181909689	0.0014916813560521	0.0291310235837711	0.0261205428404038	5074	tags=79%, list=14%, signal=68%	8801/2271/594/1629/1738/4967/55526/1743/593/8803/55753
BP	GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	14	-0.744603899536926	-1.98014307308969	0.0014916813560521	0.0291310235837711	0.0261205428404038	8294	tags=93%, list=23%, signal=72%	9896/3631/5294/472/8821/200576/5291/5290/5289/5287/5286/8503/5288
BP	GO:0097067	cellular response to thyroid hormone stimulus	16	-0.746562137466262	-2.03250070096659	0.00189214849012619	0.0346109062051364	0.0310341191986166	8838	tags=88%, list=24%, signal=66%	1508/2730/1512/1520/5469/4005/1514/687/2729/2693/5962/2623/10891/3815
CC	GO:0034362	low-density lipoprotein particle	14	-0.747384257029691	-1.98753694469503	0.00135045881996281	0.0273645602992465	0.0245366307692492	1185	tags=36%, list=3%, signal=35%	3949/6653/55937/319/335
MF	GO:0000900	translation repressor activity, mRNA regulatory element binding	15	-0.750670867479629	-2.00030353206782	0.000711836081373389	0.0171285557080472	0.0153584432719879	5661	tags=87%, list=16%, signal=73%	10658/5914/163255/132864/51247/1719/22849/5813/80315/7298/573971/6470/400961
BP	GO:0015669	gas transport	18	-0.751689697283394	-2.09679700124737	0.00043710379370817	0.0123565880144425	0.0110796239501957	2441	tags=61%, list=7%, signal=57%	3046/3050/3043/358/58157/760/362/3042/6005/3048/3047
BP	GO:0006085	acetyl-CoA biosynthetic process	22	-0.755536458263068	-2.13796157173746	6.2800426802143e-05	0.00304036796823549	0.00272616791293009	7762	tags=82%, list=21%, signal=64%	5162/2954/5160/8050/55066/54704/84532/5166/25874/57546/51660/1738/1737/47/5161/23417/5164/38
BP	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	16	-0.757099348672019	-2.06118805073579	0.00125823753782634	0.026354534956803	0.0236309842460049	7762	tags=88%, list=21%, signal=69%	5162/2954/5160/8050/55066/54704/5166/25874/57546/51660/1738/1737/5161/5164
MF	GO:0008179	adenylate cyclase binding	13	-0.757346671065983	-1.9521299788221	0.0031234405598692	0.0499071480761708	0.0447496050256275	5821	tags=69%, list=16%, signal=58%	117/801/808/10486/9590/108/154/111/9472
BP	GO:0006000	fructose metabolic process	15	-0.758128205022114	-2.0201750087326	0.000549863625113717	0.0144809361858124	0.0129844360917475	1525	tags=67%, list=4%, signal=64%	230/5207/216/26007/6652/5208/3795/8789/2203/229
BP	GO:0046415	urate metabolic process	13	-0.758934463082794	-1.95622265726721	0.00303261809610345	0.0488420663485983	0.0437945917967382	2867	tags=69%, list=8%, signal=64%	4860/6568/56606/9429/10786/220963/55867/116085/2538
MF	GO:0047617	acyl-CoA hydrolase activity	19	-0.759555827544812	-2.16911428531372	8.22945516875965e-05	0.00378040596814896	0.00338972833416553	3399	tags=42%, list=9%, signal=38%	641372/10965/26027/641371/122970/10449/134526/570
BP	GO:0072350	tricarboxylic acid metabolic process	14	-0.761226968197845	-2.02434919970665	0.000979750911056694	0.0219426208196492	0.0196750095478858	6602	tags=71%, list=18%, signal=59%	23409/1431/3418/2746/3658/48/47/3419/50/6569
BP	GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	18	-0.761302455381728	-2.12361126041195	0.000282246311732318	0.00923871024435544	0.0082839563132345	4386	tags=67%, list=12%, signal=59%	1359/2150/4311/2028/2702/5125/1215/1511/5972/56670/59272/1066
CC	GO:0046930	pore complex	23	-0.763322705779181	-2.24652205404176	1.33121257308526e-05	0.000847468791605849	0.000759889017060767	3873	tags=35%, list=11%, signal=31%	947/340348/596/727/144100/729/731/732
BP	GO:0006553	lysine metabolic process	13	-0.765873490864512	-1.97410863296907	0.00251964258369821	0.0430683092794926	0.038617510790986	7818	tags=77%, list=21%, signal=60%	2639/51166/60496/10157/501/1738/4967/1743/1428/89874
MF	GO:0005542	folic acid binding	12	-0.767055452536384	-1.94721255588724	0.00264398906519348	0.044683273051453	0.0400655797292396	4508	tags=67%, list=12%, signal=58%	1719/348751/113235/7298/573971/10588/10841/27232
BP	GO:0009081	branched-chain amino acid metabolic process	21	-0.771543211325634	-2.191688174013	4.242046272847e-05	0.00225355159643867	0.0020206633264555	4359	tags=76%, list=12%, signal=67%	3155/64087/11112/594/56922/1629/27034/1738/54511/3712/593/36/549/26275/38/4329
BP	GO:0009083	branched-chain amino acid catabolic process	21	-0.771543211325634	-2.191688174013	4.242046272847e-05	0.00225355159643867	0.0020206633264555	4359	tags=76%, list=12%, signal=67%	3155/64087/11112/594/56922/1629/27034/1738/54511/3712/593/36/549/26275/38/4329
MF	GO:0016289	CoA hydrolase activity	21	-0.773272441670028	-2.19660032104549	3.79084364718142e-05	0.00204326472583079	0.00183210808407989	3399	tags=48%, list=9%, signal=43%	641372/283927/10965/26027/26275/641371/122970/10449/134526/570
BP	GO:0006544	glycine metabolic process	17	-0.774256010799847	-2.10638901324204	0.000138487569091417	0.00540904345944011	0.00485005791168363	6333	tags=59%, list=17%, signal=49%	275/2653/26227/10993/10247/6470/10249/64902/189/570
BP	GO:0006554	lysine catabolic process	12	-0.774719463734072	-1.96666807084805	0.0021490596157739	0.0384045415685031	0.0344357097656193	4600	tags=75%, list=13%, signal=66%	2639/51166/10157/501/1738/4967/1743/1428/89874
BP	GO:0006103	2-oxoglutarate metabolic process	16	-0.77597824485138	-2.1125854733914	0.000778947391875036	0.0184685913880049	0.0165599959495088	7649	tags=81%, list=21%, signal=64%	56267/51166/92259/2806/137872/3418/1738/4967/1743/2805/5264/79944/6898
BP	GO:0018206	peptidyl-methionine modification	13	-0.778423345840349	-2.00645702646464	0.00182561916843391	0.0339096072404336	0.0304052944132886	144	tags=46%, list=0%, signal=46%	80155/23173/60560/122830/336/335
CC	GO:0005782	peroxisomal matrix	51	-0.778975809134969	-2.47033782058153	1e-10	3.85e-08	3.45213032581454e-08	4359	tags=65%, list=12%, signal=57%	3155/6342/23600/5191/8540/55711/3295/641372/51/283927/10455/5825/23417/8528/10965/83594/9380/8309/1384/10901/122970/1428/2053/5264/1610/847/4843/1962/2168/54363/51179/189/570
CC	GO:0031907	microbody lumen	51	-0.778975809134969	-2.47033782058153	1e-10	3.85e-08	3.45213032581454e-08	4359	tags=65%, list=12%, signal=57%	3155/6342/23600/5191/8540/55711/3295/641372/51/283927/10455/5825/23417/8528/10965/83594/9380/8309/1384/10901/122970/1428/2053/5264/1610/847/4843/1962/2168/54363/51179/189/570
BP	GO:0043116	negative regulation of vascular permeability	13	-0.781276943479624	-2.01381243411605	0.00173509471268146	0.0324727795185871	0.0291169524518451	4761	tags=69%, list=13%, signal=60%	135/5795/9353/9590/2909/284/5138/23576/634
BP	GO:0034372	very-low-density lipoprotein particle remodeling	12	-0.786217216361068	-1.99585574979061	0.00157598534335068	0.0302656567719483	0.0271379198891265	1333	tags=42%, list=4%, signal=40%	3990/336/335/345/116519
MF	GO:0060229	lipase activator activity	14	-0.790405140877817	-2.10194341665017	0.000386744145983501	0.0113290812328863	0.0101583025682242	132	tags=29%, list=0%, signal=28%	395/5170/350/116519
BP	GO:0006525	arginine metabolic process	19	-0.794344081075759	-2.26846142341548	2.09581750484804e-05	0.00123683828662017	0.00110901998892727	2042	tags=37%, list=6%, signal=35%	384/23576/4843/1373/79814/383/5009
BP	GO:0051917	regulation of fibrinolysis	14	-0.794882720538395	-2.11385075201951	0.000312455194376622	0.0098295729437159	0.00881375762306695	273	tags=50%, list=1%, signal=50%	7057/3818/2160/5340/1361/350/3273
BP	GO:0009437	carnitine metabolic process	13	-0.802025337680367	-2.06729330869978	0.000953364016909249	0.0215305812198639	0.0193055512627286	3343	tags=69%, list=9%, signal=63%	55217/223/6470/1384/6583/1374/33/34/8424
BP	GO:0006069	ethanol oxidation	12	-0.802880964564517	-2.03815759331784	0.00121181468568151	0.0255143795149349	0.0228776527968436	2626	tags=58%, list=7%, signal=54%	125/128/219/130/126/124/127
MF	GO:0019203	carbohydrate phosphatase activity	10	-0.815921269088388	-2.0214383329451	0.00217481291500849	0.0385600053022887	0.0345751074461299	1787	tags=50%, list=5%, signal=48%	57818/5208/8789/2203/2538
MF	GO:0050308	sugar-phosphatase activity	10	-0.815921269088388	-2.0214383329451	0.00217481291500849	0.0385600053022887	0.0345751074461299	1787	tags=50%, list=5%, signal=48%	57818/5208/8789/2203/2538
BP	GO:0002002	regulation of angiotensin levels in blood	11	-0.818163406544096	-2.06531305011156	0.00265281027392671	0.044683273051453	0.0400655797292396	2808	tags=73%, list=8%, signal=67%	1359/4311/2028/1215/1511/5972/59272/1066
BP	GO:0002003	angiotensin maturation	11	-0.818163406544096	-2.06531305011156	0.00265281027392671	0.044683273051453	0.0400655797292396	2808	tags=73%, list=8%, signal=67%	1359/4311/2028/1215/1511/5972/59272/1066
BP	GO:0006577	amino-acid betaine metabolic process	17	-0.823831102460707	-2.24125968514942	1.73699704266948e-05	0.00106391068863506	0.000953963208362417	3678	tags=76%, list=10%, signal=69%	501/55217/223/6470/55349/1384/6583/1374/33/34/29958/635/8424
BP	GO:0046185	aldehyde catabolic process	11	-0.826685225932302	-2.0868249200539	0.00196452143177191	0.0357728733690899	0.032076005454275	3273	tags=55%, list=9%, signal=50%	112817/57026/128/64902/189/127
BP	GO:0007597	blood coagulation, intrinsic pathway	18	-0.828847495937109	-2.31202443009819	1.08902315398887e-05	0.000737923411470392	0.000661664360224795	273	tags=39%, list=1%, signal=39%	7450/3818/2160/350/3827/2158/462
BP	GO:0051918	negative regulation of fibrinolysis	10	-0.831182736600054	-2.05924849504511	0.00131998575913557	0.0270865098035815	0.0242873147827056	219	tags=50%, list=1%, signal=50%	7057/5340/1361/350/3273
MF	GO:0018455	alcohol dehydrogenase [NAD(P)+] activity	10	-0.832552577435757	-2.06264226461606	0.00126970213759862	0.0265259477583588	0.0237846827734033	2626	tags=80%, list=7%, signal=74%	125/128/10170/10901/130/126/124/127
